AUC,log_loss,Accuracy,Time_min,Time
0.9118,0.3081,0.8614,14.0,2021-02-26 16:10:58.037538
0.917,0.3005,0.8623,14.0,2021-02-26 16:25:37.411049
0.917,0.3007,0.8593,14.0,2021-02-26 16:40:09.042664
0.9192,0.2952,0.8623,14.0,2021-02-26 16:54:46.537980
0.9125,0.3075,0.8551,14.0,2021-02-26 17:09:08.861511
